JOB TITLE;LOCATION;SEARCH DATETIME;Current Job Id;Job html;Job name;Company name;Company location;Posted date;Estimated post date;Easy apply;Job Description;Skills match;Seniority Level;Industry;Employment Type;Job Functions;Job info
analista datos;Madrid;2020-04-22 23:06;1799248645;https://www.linkedin.com/jobs/view/1799248645/;Analista Desarrollador Dynamics AX;SIXHUNTERS;Madrid y alrededores;4 weeks;2020-03-25 23:06;False;"Descripción de la compañia:
Empresa multinacional del sector servicios higiénicos y sanitarios busca incorporar en plantilla a un Analista Desarrollador de Dynamics AX.

Funciones principales:
Desarrollo de aplicaciones acordes a los requisitos de los clientes internos:
Tareas de desarrollo en Dynamics Ax 2012 (R2/R3). Capacidad para realizar análisis técnico de los procesos a implementar.
 Otros conocimientos valorables:
SQL Server 2012/2016
Visual Studio, .NET, C#
Webservices REST, SOAP
Elaborar manuales de uso de las aplicaciones desarrolladas.
Mantener base de datos de conocimientos para abordar soluciones a problemas repetitivos.
Sistema de Gestión Integrado:
Cumplir la Política, Procedimientos e Instrucciones de Trabajo establecidos en la empresa.
Cooperar con la empresa para que ésta pueda garantizar unas condiciones de trabajo que sean seguras y no entrañen riesgos para la seguridad y la salud de los trabajadores.

Requerimientos:
Ingeniero Rama Informática.
Experiencia demostrable de 2 años, realizando tareas de desarrollo en Dynamics Ax 2012 (R2/R3).
Inglés nivel medio (First Certificate).
Bilbao, Burgos o Madrid.
Otros: Orientación al cliente, orientación al objetivo, proactividad y trabajo en equipo.

Condiciones:
Salario: 40.000€.
Posibilidad de trabajar en Bilbao, Burgos, Barcelona y Madrid.

  Seniority Level
Mid-Senior level
Industry
Food & Beverages Food Production
Employment Type
Full-time
Job Functions
Supply Chain
How you match
Criteria provided by job poster
Skills
Match
Business
Match
English
Match
Customer Service
Match
Teamwork
Match
Analytics
No match
Client Focus
No match
Service Industries
No match
Dynamics
No match
Database Administration
No match
Technical Analysis";{'yes': ['Business', 'English', 'Customer Service', 'Teamwork', 'Analytics'], 'no': ['Client Focus', 'Service Industries', 'Dynamics', 'Database Administration'], 'all': ['Business', 'English', 'Customer Service', 'Teamwork', 'Analytics', 'Client Focus', 'Service Industries', 'Dynamics', 'Database Administration']};Mid-Senior level;Food & Beverages Food Production;Full-time;Supply Chain;"Posted Date
Posted 4 weeks ago
Number of views
67 views
Share
Show more options
Save
Save Analista Desarrollador Dynamics AX at SIXHUNTERS
Apply
Job
5/10 skills match
5 applicants
Company
11-50 employees
Madrid, Comunidad de Madrid
Connections
You have 0 connections at this company.
Add >
Descripción de la compañia:
Empresa multinacional del sector servicios higiénicos y sanitarios busca incorporar en plantilla a un Analista Desarrollador de Dynamics AX.

Funciones principales:
Desarrollo de aplicaciones acordes a los requisitos de los clientes internos:
Tareas de desarrollo en Dynamics Ax 2012 (R2/R3). Capacidad para realizar análisis técnico de los procesos a implementar.
 Otros conocimientos valorables:
SQL Server 2012/2016
Visual Studio, .NET, C#
Webservices REST, SOAP
Elaborar manuales de uso de las aplicaciones desarrolladas.
Mantener base de datos de conocimientos para abordar soluciones a problemas repetitivos.
Sistema de Gestión Integrado:
Cumplir la Política, Procedimientos e Instrucciones de Trabajo establecidos en la empresa.
Cooperar con la empresa para que ésta pueda garantizar unas condiciones de trabajo que sean seguras y no entrañen riesgos para la seguridad y la salud de los trabajadores.

Requerimientos:
Ingeniero Rama Informática.
Experiencia demostrable de 2 años, realizando tareas de desarrollo en Dynamics Ax 2012 (R2/R3).
Inglés nivel medio (First Certificate).
Bilbao, Burgos o Madrid.
Otros: Orientación al cliente, orientación al objetivo, proactividad y trabajo en equipo.

Condiciones:
Salario: 40.000€.
Posibilidad de trabajar en Bilbao, Burgos, Barcelona y Madrid.

  Seniority Level
Mid-Senior level
Industry
Food & Beverages Food Production
Employment Type
Full-time
Job Functions
Supply Chain
How you match
Criteria provided by job poster
Skills
Match
Business
Match
English
Match
Customer Service
Match
Teamwork
Match
Analytics
No match
Client Focus
No match
Service Industries
No match
Dynamics
No match
Database Administration
No match
Technical Analysis"
analista datos;Madrid;2020-04-22 23:06;1812956345;https://www.linkedin.com/jobs/view/1812956345/;Analista De Datos (Python), Madrid;Grupo CMC;Madrid, ES;3 weeks;2020-04-01 23:06;False;"Analista de datos (Python) en Madrid Grupo CMC es una multinacional española en constante crecimiento. Actualmente buscamos incorporar dos analistas de datos con conocimientos de Python a una importante entidad bancaria.

Funciones
Análisis de datos.
Grupo CMC Ofrece
Contrato indefinido.
Posibilidad de tele-trabajar.
Flexibilidad horaria.
Trabajar con un cliente importante del sector financiero.
Pertenecer a un equipo de trabajo altamente cualificado en una empresa joven en proceso de expansión.
Trabajar en un ambiente de trabajo amigable, donde la estrecha relación con los managers y con RRHH facilita el espíritu emprendedor, el intercambio de ideas, la iniciativa y el desarrollo de las personas.
Formación en distintas tecnologías.
Desarrollo profesional.
Estabilidad laboral.
Participación en proyectos innovadores y punteros para grandes clientes de primer nivel en distintos sectores de mercado.
Trabajar en una empresa en constante evolución, realizando un trabajo enriquecedor con grandes oportunidades de desarrollo profesional.
Ubicación del puesto de trabajo: Madrid
Garantizamos estabilidad y proyectos de larga duración y por tanto ofrecemos carrera profesional dentro de la compañía.
Si tienes capacidad de trabajo y ganas de seguir aprendiendo en una empresa dinámica y en constante crecimiento ... ¡Esta es tu oportunidad!

python,
Seniority Level
Entry level
Industry
Information Technology & Services Human Resources Management Consulting
Employment Type
Full-time
Job Functions
Information Technology";{};Entry level;Information Technology & Services Human Resources Management Consulting;Full-time;Information Technology;"Posted Date
Posted 3 weeks ago
Number of views
67 views
Share
Show more options
Save
Save Analista De Datos (Python), Madrid at Grupo CMC
Apply
See how you compare to 12 applicants. Reactivate Premium
Job
12 applicants
Entry level
Company
1,001-5,000 employees
Connections
1 alum
Analista de datos (Python) en Madrid Grupo CMC es una multinacional española en constante crecimiento. Actualmente buscamos incorporar dos analistas de datos con conocimientos de Python a una importante entidad bancaria.

Funciones
Análisis de datos.
Grupo CMC Ofrece
Contrato indefinido.
Posibilidad de tele-trabajar.
Flexibilidad horaria.
Trabajar con un cliente importante del sector financiero.
Pertenecer a un equipo de trabajo altamente cualificado en una empresa joven en proceso de expansión.
Trabajar en un ambiente de trabajo amigable, donde la estrecha relación con los managers y con RRHH facilita el espíritu emprendedor, el intercambio de ideas, la iniciativa y el desarrollo de las personas.
Formación en distintas tecnologías.
Desarrollo profesional.
Estabilidad laboral.
Participación en proyectos innovadores y punteros para grandes clientes de primer nivel en distintos sectores de mercado.
Trabajar en una empresa en constante evolución, realizando un trabajo enriquecedor con grandes oportunidades de desarrollo profesional.
Ubicación del puesto de trabajo: Madrid
Garantizamos estabilidad y proyectos de larga duración y por tanto ofrecemos carrera profesional dentro de la compañía.
Si tienes capacidad de trabajo y ganas de seguir aprendiendo en una empresa dinámica y en constante crecimiento ... ¡Esta es tu oportunidad!

python,
Seniority Level
Entry level
Industry
Information Technology & Services Human Resources Management Consulting
Employment Type
Full-time
Job Functions
Information Technology"
analista datos;Madrid;2020-04-22 23:06;1810250764;https://www.linkedin.com/jobs/view/1810250764/;ANALISTA FUNCIONAL SCRUM;Ibermática;Madrid, ES;2 weeks;2020-04-08 23:06;False;"Seleccionamos 3 Scrum Master para arrancar servicio nuevo enmarcado dentro del área de Finanzas. Ibermática desarrolla proyectos para el área de Finanzas y Seguros desde el inicio. Actualmente, contamos con más de 700 técnicos en esta área desarrollando proyectos de Digital Banking & Insurance y Sistemas TI.Los profesionales que contratamos en esta ocasión, realizarán las siguientes FUNCIONES:- Responsables del cumplimiento de las reglas de un marco de scrum técnico, asegurando que se entienden en el squad, y se trabaja conforme a ellas.- Garantizar que la forma de trabajar se comprenda y se aplique dentro de Squad y en las interacciones con el entorno. - Conoce los marcos de gestión ágil y apoya al Product Owner, al Squad y a la organización para que sigan mejorando la mentalidad ágil y asegurando que el Squad se adhiera a los principios rectores de esta forma de trabajar, sus prácticas y reglas.- Facilitar la resolución de los impedimentos al equipo Se REQUIERE, experiencia consolidada como Scrum Master en proyectos de desarrollo se SW preferiblemente en el entorno financiero.
Seniority Level
Entry level
Industry
Information Technology & Services Computer Software Human Resources
Employment Type
Full-time
Job Functions
Business Development Sales";{};Entry level;Information Technology & Services Computer Software Human Resources;Full-time;Business Development Sales;"Posted Date
Posted 2 weeks ago
Number of views
84 views
Share
Show more options
Save
Save ANALISTA FUNCIONAL SCRUM at Ibermática
Apply
See how you compare to 17 applicants. Reactivate Premium
Job
17 applicants
Entry level
Company
1,001-5,000 employees
Donostia - San Sebastián, Guipúzcoa
Connections
2 alumni
Seleccionamos 3 Scrum Master para arrancar servicio nuevo enmarcado dentro del área de Finanzas. Ibermática desarrolla proyectos para el área de Finanzas y Seguros desde el inicio. Actualmente, contamos con más de 700 técnicos en esta área desarrollando proyectos de Digital Banking & Insurance y Sistemas TI.Los profesionales que contratamos en esta ocasión, realizarán las siguientes FUNCIONES:- Responsables del cumplimiento de las reglas de un marco de scrum técnico, asegurando que se entienden en el squad, y se trabaja conforme a ellas.- Garantizar que la forma de trabajar se comprenda y se aplique dentro de Squad y en las interacciones con el entorno. - Conoce los marcos de gestión ágil y apoya al Product Owner, al Squad y a la organización para que sigan mejorando la mentalidad ágil y asegurando que el Squad se adhiera a los principios rectores de esta forma de trabajar, sus prácticas y reglas.- Facilitar la resolución de los impedimentos al equipo Se REQUIERE, experiencia consolidada como Scrum Master en proyectos de desarrollo se SW preferiblemente en el entorno financiero.
Seniority Level
Entry level
Industry
Information Technology & Services Computer Software Human Resources
Employment Type
Full-time
Job Functions
Business Development Sales"
analista datos;Madrid;2020-04-22 23:06;1783703629;https://www.linkedin.com/jobs/view/1783703629/;Analista Funcional;Page Personnel;Madrid, ES;2 months;2020-02-26 23:06;False;"Analista Funcional
Analista Funcional + Madrid centro + Contrato indefinido
Analista Funcional
About Our Client
Our Group is one of the leading software and consulting companies for the European financial services industry, focusing on Insurance Companies. We have a dynamic and growth-oriented work environment characterized by flat hierarchies, short communication channels and interesting prospects.

Job Description
Be working with business stakeholders to gather business needs and translate them into application and operational requirements.
Model insurance products in state of the art tools.
Create and maintain documents as a part of the solution delivery process.
Ensure that customers' standards are met.
Work in collaboration with business analysts to understand the business requirements to deliver valuable solutions to our customers.
Cooperate with other national and international development teams
The Successful Applicant
Mathematics, Statistics or IT background.
Preferably, experience in P&C or Health insurance
Business-minded and customer-focused personality.
Native Spanish speaker and English knowledge.

What's On Offer
Competitive compensation ( 42.000 - 45.000€/año)
Workplace flexibility
Flexible working hours
Challenging projects
Agile and cross-functional teams
Flat management hierarchy
Opportunities to grow on a personal and professional level
Contact: Francisco Javier Calvete
Quote job ref: 310128
Seniority Level
Entry level
Industry
Electrical & Electronic Manufacturing Machinery Staffing & Recruiting
Employment Type
Full-time
Job Functions
Business Development Sales";{};Entry level;Electrical & Electronic Manufacturing Machinery Staffing & Recruiting;Full-time;Business Development Sales;"Posted Date
Posted 2 months ago
Number of views
47 views
Share
Show more options
Save
Save Analista Funcional at Page Personnel
Apply
See how you compare to 10 applicants. Reactivate Premium
Job
10 applicants
Entry level
Company
5,001-10,000 employees
Staffing & Recruiting
Connections
You have 0 connections at this company.
Add >
Analista Funcional
Analista Funcional + Madrid centro + Contrato indefinido
Analista Funcional
About Our Client
Our Group is one of the leading software and consulting companies for the European financial services industry, focusing on Insurance Companies. We have a dynamic and growth-oriented work environment characterized by flat hierarchies, short communication channels and interesting prospects.

Job Description
Be working with business stakeholders to gather business needs and translate them into application and operational requirements.
Model insurance products in state of the art tools.
Create and maintain documents as a part of the solution delivery process.
Ensure that customers' standards are met.
Work in collaboration with business analysts to understand the business requirements to deliver valuable solutions to our customers.
Cooperate with other national and international development teams
The Successful Applicant
Mathematics, Statistics or IT background.
Preferably, experience in P&C or Health insurance
Business-minded and customer-focused personality.
Native Spanish speaker and English knowledge.

What's On Offer
Competitive compensation ( 42.000 - 45.000€/año)
Workplace flexibility
Flexible working hours
Challenging projects
Agile and cross-functional teams
Flat management hierarchy
Opportunities to grow on a personal and professional level
Contact: Francisco Javier Calvete
Quote job ref: 310128
Seniority Level
Entry level
Industry
Electrical & Electronic Manufacturing Machinery Staffing & Recruiting
Employment Type
Full-time
Job Functions
Business Development Sales"
analista datos;Madrid;2020-04-22 23:06;1820265423;https://www.linkedin.com/jobs/view/1820265423/;Social You, S.L.: Business data analyst;Social You;Madrid, ES;1 month;2020-03-25 23:06;False;"Profesionales cualificados de Digital & IT Nuestro cliente es una consultora tecnológica especializada en la realización de servicios enfocados
Seniority Level
Associate
Industry
Marketing & Advertising Online Media Human Resources
Employment Type
Full-time
Job Functions
Information Technology";{};Associate;Marketing & Advertising Online Media Human Resources;Full-time;Information Technology;"Posted Date
Posted 1 month ago
Number of views
57 views
Share
Show more options
Save
Save Social You, S.L.: Business data analyst at Social You
Apply
Job
7 applicants
Associate
Company
11-50 employees
Internet
Connections
You have 0 connections at this company.
Add >
Profesionales cualificados de Digital & IT Nuestro cliente es una consultora tecnológica especializada en la realización de servicios enfocados
Seniority Level
Associate
Industry
Marketing & Advertising Online Media Human Resources
Employment Type
Full-time
Job Functions
Information Technology"
analista datos;Madrid;2020-04-22 23:06;1801226945;https://www.linkedin.com/jobs/view/1801226945/;Analista Funcional;Iwantic;Madrid, ES;1 month;2020-03-25 23:06;False;"Desde la división deDevelopmentestamos buscando un/aAnalista Funcional para una multinacional del sector financiero en Madrid (Zona La Moraleja), ¿qué harías?

Desarrollo, mantenimiento y configuración de los productos internos de la compañía, de acuerdo a las reglas de los productos de nuestros clientes.
Coordinación con el Product Manager y el área IT.
¿Qué buscamos en el/laAnalista Funcional?

Graduado en Ingeniería Informática.
Nivel de inglés alto.
Al menos tres años de experiencia en una posición similar.
Experiencia SQL/Oracle
¿Qué ofrecemos al/laAnalista Funcional?

Contrato indefinido directamente con el cliente.
Horario Flexible de entrada (08:00-10:00)
Jornada intensiva en verano.
Teletrabajo, solicitándolo previamente al manager.
Retribución Flexible.
Aparcamiento gratis.
¿Estás interesado en formar parte del equipo comoAnalista Funcional? Si es así,¡Aplica!
Seniority Level
Entry level
Industry
Restaurants Primary/Secondary Education Transportation/Trucking/Railroad
Employment Type
Full-time
Job Functions
Business Development Sales";{};Entry level;Restaurants Primary/Secondary Education Transportation/Trucking/Railroad;Full-time;Business Development Sales;"Posted Date
Posted 1 month ago
Number of views
30 views
Share
Show more options
Save
Save Analista Funcional at Iwantic
Apply
Job
5 applicants
Entry level
Company
11-50 employees
Human Resources
Connections
You have 0 connections at this company.
Add >
Desde la división deDevelopmentestamos buscando un/aAnalista Funcional para una multinacional del sector financiero en Madrid (Zona La Moraleja), ¿qué harías?

Desarrollo, mantenimiento y configuración de los productos internos de la compañía, de acuerdo a las reglas de los productos de nuestros clientes.
Coordinación con el Product Manager y el área IT.
¿Qué buscamos en el/laAnalista Funcional?

Graduado en Ingeniería Informática.
Nivel de inglés alto.
Al menos tres años de experiencia en una posición similar.
Experiencia SQL/Oracle
¿Qué ofrecemos al/laAnalista Funcional?

Contrato indefinido directamente con el cliente.
Horario Flexible de entrada (08:00-10:00)
Jornada intensiva en verano.
Teletrabajo, solicitándolo previamente al manager.
Retribución Flexible.
Aparcamiento gratis.
¿Estás interesado en formar parte del equipo comoAnalista Funcional? Si es así,¡Aplica!
Seniority Level
Entry level
Industry
Restaurants Primary/Secondary Education Transportation/Trucking/Railroad
Employment Type
Full-time
Job Functions
Business Development Sales"
analista datos;Madrid;2020-04-22 23:06;1384647959;https://www.linkedin.com/jobs/view/1384647959/;Analista MicroStrategy;ADEREN;Madrid, ES;9 months;2019-08-14 23:06;False;"ID de Job Opening
775
Duración del proyecto meses
Largo Plazo
Idiomas
Español

Área de conocimiento
Habilidades
MICROSTRATEGY, OTROS BI
Tarifa Candidato
200-220
Descripción del empleo

Consultor de BI con experiencia en Microstrategy para el desarrollo de distintas soluciones de BI y su adaptación a los requerimientos del cliente..

Experiencia con versión 10.3 o superior de Microstrategy

Requisitos

Formación en BI

Formación y experiencia en MicroStrategy (10.3 o superior)

Ventajas

Tarifa: 220 euro + IVA Jornada

Proyecto de Largo Plazo
Seniority Level
Entry level
Industry
Information Technology & Services Computer Software Human Resources
Employment Type
Full-time
Job Functions
Business Development Sales";{};Entry level;Information Technology & Services Computer Software Human Resources;Full-time;Business Development Sales;"Posted Date
Posted 9 months ago
Number of views
42 views
Share
Show more options
Save
Save Analista MicroStrategy at ADEREN
Apply
Job
1 applicant
Entry level
Company
51-200 employees
Information Technology & Services
Connections
You have 0 connections at this company.
Add >
ID de Job Opening
775
Duración del proyecto meses
Largo Plazo
Idiomas
Español

Área de conocimiento
Habilidades
MICROSTRATEGY, OTROS BI
Tarifa Candidato
200-220
Descripción del empleo

Consultor de BI con experiencia en Microstrategy para el desarrollo de distintas soluciones de BI y su adaptación a los requerimientos del cliente..

Experiencia con versión 10.3 o superior de Microstrategy

Requisitos

Formación en BI

Formación y experiencia en MicroStrategy (10.3 o superior)

Ventajas

Tarifa: 220 euro + IVA Jornada

Proyecto de Largo Plazo
Seniority Level
Entry level
Industry
Information Technology & Services Computer Software Human Resources
Employment Type
Full-time
Job Functions
Business Development Sales"
analista datos;Madrid;2020-04-22 23:06;1828166143;https://www.linkedin.com/jobs/view/1828166143/;Fullstep Networks: Analista y categorización de datos madrid (madrid);FULLSTEP;Madrid, ES;5 days;2020-04-17 23:06;False;"Analista y categorización de datos Madrid (Madrid) Compartir Facebook Twitter Empresa Fullstep Networks Provincia Madrid Localidad Madrid Tipo
Seniority Level
Entry level
Industry
Marketing & Advertising Information Technology & Services Human Resources
Employment Type
Full-time
Job Functions
Information Technology";{};Entry level;Marketing & Advertising Information Technology & Services Human Resources;Full-time;Information Technology;"Posted Date
Posted 5 days ago
Number of views
16 views
Share
Show more options
Save
Save Fullstep Networks: Analista y categorización de datos madrid (madrid) at FULLSTEP
Apply
Job
6 applicants
Entry level
Company
51-200 employees
Management Consulting
Connections
1 alum
Analista y categorización de datos Madrid (Madrid) Compartir Facebook Twitter Empresa Fullstep Networks Provincia Madrid Localidad Madrid Tipo
Seniority Level
Entry level
Industry
Marketing & Advertising Information Technology & Services Human Resources
Employment Type
Full-time
Job Functions
Information Technology"
analista datos;Madrid;2020-04-22 23:06;1757913286;https://www.linkedin.com/jobs/view/1757913286/;Analista TI (J2EE);Digital Talent Agency;Madrid, ES;1 month;2020-03-25 23:06;False;"Estamos en búsqueda de un/a Analista Funcional que haya trabajado en algún proyecto en entorno JAVA.

Requisitos
Experiencia alrededor de 5 años
Tecnologías requeridas:
Manteniemiento de evolutivos y correctivos.
Análisis y desarrollo en Java/J2EE
Gestión y asignación de tareas a equipo de software.


Ofrecemos
Plan de carrera.
Flexibilidad horario de entrada y salida. Sólo se trabaja 2 tardes al mes, el resto de días jornada intensiva durante todo el año.
Ubicacion Madrid
Seniority Level
Entry level
Industry
Information Technology & Services Computer Software Human Resources
Employment Type
Full-time
Job Functions
Business Development Sales";{};Entry level;Information Technology & Services Computer Software Human Resources;Full-time;Business Development Sales;"Posted Date
Posted 1 month ago
Number of views
18 views
Share
Show more options
Save
Save Analista TI (J2EE) at Digital Talent Agency
Apply
Job
4 applicants
Entry level
Company
51-200 employees
Information Technology & Services
Connections
You have 0 connections at this company.
Add >
Estamos en búsqueda de un/a Analista Funcional que haya trabajado en algún proyecto en entorno JAVA.

Requisitos
Experiencia alrededor de 5 años
Tecnologías requeridas:
Manteniemiento de evolutivos y correctivos.
Análisis y desarrollo en Java/J2EE
Gestión y asignación de tareas a equipo de software.


Ofrecemos
Plan de carrera.
Flexibilidad horario de entrada y salida. Sólo se trabaja 2 tardes al mes, el resto de días jornada intensiva durante todo el año.
Ubicacion Madrid
Seniority Level
Entry level
Industry
Information Technology & Services Computer Software Human Resources
Employment Type
Full-time
Job Functions
Business Development Sales"
analista datos;Madrid;2020-04-22 23:06;1826995902;https://www.linkedin.com/jobs/view/1826995902/;Analista Jira, Madrid;SEREM Consultoría Empresarial;Madrid, ES;1 week;2020-04-15 23:06;False;"Descripción de la oferta de empleo Desde Serem, estamos buscando un Analista Jira que cumpla lo siguientes requisitos:
Experiencia de, al menos, un año y medio en tareas de administración Jira (roles, permisos y seguridad de nivel; configuración del proyecto; tipos de problemas, flujos de trabajo, campos, pantallas y notificaciones; informes, panelas y JQL).
Experiencia de, al menos, un año trabajando en tareas de configuración de Confluence (instalación, creación de espacios y permisos asociados, creación de macros e integración de Confluence con Jira).
Al menos un año y medio de experiencia en documentación de procesos, procedimientos y manuales técnicos. Ubicación: Madrid Capital. Formar parte de una empresa como SEREM se traduce en oportunidad: la diversidad de oferta con la que contamos significa que puedes desarrollar tu trayectoria profesional en el ámbito que mejor responda a tus intereses, así como ir aprendiendo en las distintas áreas de la compañía. En SEREM estamos especializados en Servicios IT Consulting, desarrollo .Net y J2EE de Apps y Web 2.0, BPO Outsourcing, Contact Center y Helpdesk. Ofrecemos Soluciones Cloud, IT Service Management e Inteligencia de Negocio.
Seniority Level
Entry level
Industry
Information Technology & Services Computer Software Management Consulting
Employment Type
Full-time
Job Functions
Business Development Sales";{};Entry level;Information Technology & Services Computer Software Management Consulting;Full-time;Business Development Sales;"Posted Date
Posted 1 week ago
Number of views
4 views
Share
Show more options
Save
Save Analista Jira, Madrid at SEREM Consultoría Empresarial
Apply
Job
0 applicants
Entry level
Company
201-500 employees
Information Technology & Services
Connections
You have 0 connections at this company.
Add >
Descripción de la oferta de empleo Desde Serem, estamos buscando un Analista Jira que cumpla lo siguientes requisitos:
Experiencia de, al menos, un año y medio en tareas de administración Jira (roles, permisos y seguridad de nivel; configuración del proyecto; tipos de problemas, flujos de trabajo, campos, pantallas y notificaciones; informes, panelas y JQL).
Experiencia de, al menos, un año trabajando en tareas de configuración de Confluence (instalación, creación de espacios y permisos asociados, creación de macros e integración de Confluence con Jira).
Al menos un año y medio de experiencia en documentación de procesos, procedimientos y manuales técnicos. Ubicación: Madrid Capital. Formar parte de una empresa como SEREM se traduce en oportunidad: la diversidad de oferta con la que contamos significa que puedes desarrollar tu trayectoria profesional en el ámbito que mejor responda a tus intereses, así como ir aprendiendo en las distintas áreas de la compañía. En SEREM estamos especializados en Servicios IT Consulting, desarrollo .Net y J2EE de Apps y Web 2.0, BPO Outsourcing, Contact Center y Helpdesk. Ofrecemos Soluciones Cloud, IT Service Management e Inteligencia de Negocio.
Seniority Level
Entry level
Industry
Information Technology & Services Computer Software Management Consulting
Employment Type
Full-time
Job Functions
Business Development Sales"
